Source,Target,Type,Id,Label,timeset,Weight
3270,28,directed,3853,,,1
3270,70,directed,3854,,,2
3284,113,directed,3855,,,3
3284,53,directed,3856,,,1
3284,335,directed,3857,,,1
3284,113,directed,3858,,,3
3284,1316,directed,3859,,,1
3284,410,directed,3860,,,1
3284,43,directed,3861,,,1
3284,1,directed,3862,,,1
3284,113,directed,3863,,,3
3284,4031,directed,3864,,,1
3284,1194,directed,3865,,,1
3284,4065,directed,3866,,,1
3289,4585,directed,3867,,,1
3289,4367,directed,3868,,,1
3294,3294,directed,3869,,,1
3297,1540,directed,3870,,,1
3299,3079,directed,3871,,,1
3299,3299,directed,3872,,,2
3299,3299,directed,3873,,,2
3299,70,directed,3874,,,1
3301,71,directed,3875,,,1
3308,144,directed,3876,,,1
3308,715,directed,3877,,,1
3309,3230,directed,3878,,,1
3309,2362,directed,3879,,,5
3309,2362,directed,3880,,,5
3309,2362,directed,3881,,,5
3309,2362,directed,3882,,,5
3309,271,directed,3883,,,1
3309,3309,directed,3884,,,1
3309,2362,directed,3885,,,5
3313,207,directed,3886,,,1
3318,1803,directed,3887,,,1
3318,101,directed,3888,,,1
3318,757,directed,3889,,,1
3318,812,directed,3890,,,1
3318,1219,directed,3891,,,1
3318,209,directed,3892,,,1
3318,231,directed,3893,,,1
3318,144,directed,3894,,,1
3318,7,directed,3895,,,1
3318,503,directed,3896,,,1
3318,27,directed,3897,,,1
3318,819,directed,3898,,,1
3320,70,directed,3899,,,8
3320,1,directed,3900,,,3
3320,28,directed,3901,,,4
3320,67,directed,3902,,,6
3320,450,directed,3903,,,2
3320,88,directed,3904,,,3
3320,20,directed,3905,,,1
3320,444,directed,3906,,,1
3320,450,directed,3907,,,2
3320,994,directed,3908,,,1
3320,75,directed,3909,,,4
3320,837,directed,3910,,,1
3320,139,directed,3911,,,10
3320,1,directed,3912,,,3
3320,260,directed,3913,,,2
3320,105,directed,3914,,,2
3320,112,directed,3915,,,15
3320,112,directed,3916,,,15
3320,112,directed,3917,,,15
3320,112,directed,3918,,,15
3320,1666,directed,3919,,,2
3320,1823,directed,3920,,,1
3320,1919,directed,3921,,,1
3320,1487,directed,3922,,,1
3320,244,directed,3923,,,1
3320,179,directed,3924,,,2
3320,179,directed,3925,,,2
3320,1357,directed,3926,,,2
3320,260,directed,3927,,,2
3320,874,directed,3928,,,1
3320,209,directed,3929,,,6
3320,209,directed,3930,,,6
3320,245,directed,3931,,,1
3320,125,directed,3932,,,1
3320,2022,directed,3933,,,1
3320,305,directed,3934,,,2
3320,217,directed,3935,,,2
3320,2742,directed,3936,,,1
3320,1017,directed,3937,,,2
3320,89,directed,3938,,,5
3320,1542,directed,3939,,,1
3320,94,directed,3940,,,5
3320,282,directed,3941,,,1
3320,112,directed,3942,,,15
3320,2504,directed,3943,,,1
3320,1789,directed,3944,,,1
3320,571,directed,3945,,,1
3320,89,directed,3946,,,5
3320,604,directed,3947,,,1
3320,112,directed,3948,,,15
3320,139,directed,3949,,,10
3320,265,directed,3950,,,3
3320,49,directed,3951,,,1
3320,139,directed,3952,,,10
3320,759,directed,3953,,,2
3320,209,directed,3954,,,6
3320,70,directed,3955,,,8
3320,1357,directed,3956,,,2
3320,55,directed,3957,,,5
3320,1175,directed,3958,,,1
3320,333,directed,3959,,,2
3320,400,directed,3960,,,2
3320,524,directed,3961,,,1
3320,719,directed,3962,,,1
3320,1123,directed,3963,,,1
3320,573,directed,3964,,,1
3320,55,directed,3965,,,5
3320,94,directed,3966,,,5
3320,112,directed,3967,,,15
3320,139,directed,3968,,,10
3320,998,directed,3969,,,1
3320,7,directed,3970,,,1
3320,206,directed,3971,,,1
3320,224,directed,3972,,,4
3320,81,directed,3973,,,1
3320,234,directed,3974,,,4
3320,350,directed,3975,,,3
3320,113,directed,3976,,,2
3320,521,directed,3977,,,1
3320,216,directed,3978,,,1
3320,194,directed,3979,,,1
3320,112,directed,3980,,,15
3320,140,directed,3981,,,1
3320,3765,directed,3982,,,1
3320,333,directed,3983,,,2
3320,2271,directed,3984,,,1
3320,19,directed,3985,,,1
3320,299,directed,3986,,,1
3320,183,directed,3987,,,1
3320,585,directed,3988,,,1
3320,123,directed,3989,,,1
3320,3757,directed,3990,,,1
3320,898,directed,3991,,,1
3320,386,directed,3992,,,1
3320,128,directed,3993,,,4
3320,2416,directed,3994,,,1
3320,833,directed,3995,,,1
3320,843,directed,3996,,,1
3320,265,directed,3997,,,3
3320,105,directed,3998,,,2
3320,280,directed,3999,,,1
3320,412,directed,4000,,,2
3320,8,directed,4001,,,1
3320,265,directed,4002,,,3
3320,94,directed,4003,,,5
3320,3958,directed,4004,,,1
3320,75,directed,4005,,,4
3320,577,directed,4006,,,1
3320,89,directed,4007,,,5
3320,217,directed,4008,,,2
3320,67,directed,4009,,,6
3320,234,directed,4010,,,4
3320,1467,directed,4011,,,1
3320,767,directed,4012,,,3
3320,767,directed,4013,,,3
3320,767,directed,4014,,,3
3320,4061,directed,4015,,,1
3320,879,directed,4016,,,1
3320,61,directed,4017,,,1
3320,94,directed,4018,,,5
3320,667,directed,4019,,,1
3320,1766,directed,4020,,,1
3320,676,directed,4021,,,1
3320,757,directed,4022,,,2
3320,272,directed,4023,,,3
3320,925,directed,4024,,,1
3320,543,directed,4025,,,2
3320,1222,directed,4026,,,1
3320,1,directed,4027,,,3
3320,418,directed,4028,,,1
3320,543,directed,4029,,,2
3320,648,directed,4030,,,1
3320,67,directed,4031,,,6
3320,213,directed,4032,,,3
3320,880,directed,4033,,,2
3320,209,directed,4034,,,6
3320,1046,directed,4035,,,1
3320,65,directed,4036,,,1
3320,28,directed,4037,,,4
3320,28,directed,4038,,,4
3320,70,directed,4039,,,8
3320,70,directed,4040,,,8
3320,248,directed,4041,,,2
3320,1261,directed,4042,,,1
3320,266,directed,4043,,,1
3320,658,directed,4044,,,1
3320,88,directed,4045,,,3
3320,2726,directed,4046,,,1
3320,1877,directed,4047,,,1
3320,690,directed,4048,,,1
3320,94,directed,4049,,,5
3320,55,directed,4050,,,5
3320,224,directed,4051,,,4
3320,290,directed,4052,,,1
3320,1955,directed,4053,,,1
3320,64,directed,4054,,,2
3320,679,directed,4055,,,1
3320,1263,directed,4056,,,1
3320,1172,directed,4057,,,1
3320,55,directed,4058,,,5
3320,165,directed,4059,,,1
3320,112,directed,4060,,,15
3320,247,directed,4061,,,1
3320,111,directed,4062,,,2
3320,154,directed,4063,,,1
3320,588,directed,4064,,,1
3320,231,directed,4065,,,5
3320,1170,directed,4066,,,1
3320,305,directed,4067,,,2
3320,231,directed,4068,,,5
3320,10,directed,4069,,,1
3320,2361,directed,4070,,,1
3320,1971,directed,4071,,,1
3320,350,directed,4072,,,3
3320,702,directed,4073,,,1
3320,380,directed,4074,,,1
3320,214,directed,4075,,,4
3320,173,directed,4076,,,4
3320,462,directed,4077,,,1
3320,113,directed,4078,,,2
3320,2307,directed,4079,,,1
3320,84,directed,4080,,,1
3320,1446,directed,4081,,,3
3320,64,directed,4082,,,2
3320,234,directed,4083,,,4
3320,1017,directed,4084,,,2
3320,215,directed,4085,,,5
3320,75,directed,4086,,,4
3320,215,directed,4087,,,5
3320,215,directed,4088,,,5
3320,215,directed,4089,,,5
3320,412,directed,4090,,,2
3320,214,directed,4091,,,4
3320,519,directed,4092,,,1
3320,4915,directed,4093,,,1
3320,778,directed,4094,,,1
3320,88,directed,4095,,,3
3320,759,directed,4096,,,2
3320,2277,directed,4097,,,1
3320,70,directed,4098,,,8
3320,213,directed,4099,,,3
3320,1388,directed,4100,,,1
3320,70,directed,4101,,,8
3320,67,directed,4102,,,6
3320,89,directed,4103,,,5
3320,2003,directed,4104,,,1
3320,3,directed,4105,,,1
3320,24,directed,4106,,,1
3320,272,directed,4107,,,3
3320,1301,directed,4108,,,1
3320,139,directed,4109,,,10
3320,715,directed,4110,,,1
3320,0,directed,4111,,,1
3320,2286,directed,4112,,,1
3320,137,directed,4113,,,1
3320,224,directed,4114,,,4
3320,234,directed,4115,,,4
3320,196,directed,4116,,,2
3320,70,directed,4117,,,8
3320,680,directed,4118,,,1
3320,821,directed,4119,,,1
3320,139,directed,4120,,,10
3320,109,directed,4121,,,1
3320,70,directed,4122,,,8
3320,13,directed,4123,,,1
3320,629,directed,4124,,,1
3320,2687,directed,4125,,,1
3320,89,directed,4126,,,5
3320,173,directed,4127,,,4
3320,28,directed,4128,,,4
3320,1702,directed,4129,,,1
3320,214,directed,4130,,,4
3320,173,directed,4131,,,4
3320,214,directed,4132,,,4
3320,400,directed,4133,,,2
3320,252,directed,4134,,,1
3320,173,directed,4135,,,4
3320,1446,directed,4136,,,3
3320,972,directed,4137,,,1
3320,139,directed,4138,,,10
3320,86,directed,4139,,,1
3320,231,directed,4140,,,5
3320,196,directed,4141,,,2
3320,55,directed,4142,,,5
3320,112,directed,4143,,,15
3320,209,directed,4144,,,6
3320,880,directed,4145,,,2
3320,67,directed,4146,,,6
3320,1666,directed,4147,,,2
3320,139,directed,4148,,,10
3320,83,directed,4149,,,1
3320,112,directed,4150,,,15
3320,112,directed,4151,,,15
3320,231,directed,4152,,,5
3320,209,directed,4153,,,6
3320,215,directed,4154,,,5
3320,1904,directed,4155,,,1
3320,139,directed,4156,,,10
3320,1152,directed,4157,,,1
3320,4823,directed,4158,,,1
3320,213,directed,4159,,,3
3320,1288,directed,4160,,,1
3320,112,directed,4161,,,15
3320,224,directed,4162,,,4
3320,1885,directed,4163,,,1
3320,4716,directed,4164,,,1
3320,1446,directed,4165,,,3
3320,45,directed,4166,,,1
3320,3938,directed,4167,,,1
3320,128,directed,4168,,,4
3320,3372,directed,4169,,,1
3320,781,directed,4170,,,1
3320,128,directed,4171,,,4
3320,128,directed,4172,,,4
3320,1616,directed,4173,,,1
3320,248,directed,4174,,,2
3320,112,directed,4175,,,15
3320,139,directed,4176,,,10
3320,272,directed,4177,,,3
3320,350,directed,4178,,,3
3320,494,directed,4179,,,1
3320,757,directed,4180,,,2
3320,112,directed,4181,,,15
3320,111,directed,4182,,,2
3320,75,directed,4183,,,4
3320,231,directed,4184,,,5
3320,324,directed,4185,,,1
3320,67,directed,4186,,,6
3320,53,directed,4187,,,1
3324,3324,directed,4188,,,1
3324,4028,directed,4189,,,1
3336,1875,directed,4190,,,1
3339,3363,directed,4191,,,1
3340,3340,directed,4192,,,1
3342,624,directed,4193,,,1
3350,692,directed,4194,,,1
3351,3351,directed,4195,,,1
3351,50,directed,4196,,,1
3361,4,directed,4197,,,1
3372,3372,directed,4198,,,1
3374,140,directed,4199,,,1
3374,1087,directed,4200,,,1
3374,128,directed,4201,,,1
3374,1,directed,4202,,,2
3374,94,directed,4203,,,3
3374,89,directed,4204,,,5
3374,604,directed,4205,,,1
3374,94,directed,4206,,,3
3374,75,directed,4207,,,2
3374,412,directed,4208,,,2
3374,412,directed,4209,,,2
3374,65,directed,4210,,,1
3374,75,directed,4211,,,2
3374,67,directed,4212,,,6
3374,231,directed,4213,,,2
3374,67,directed,4214,,,6
3374,521,directed,4215,,,1
3374,272,directed,4216,,,2
3374,28,directed,4217,,,1
3374,1017,directed,4218,,,1
3374,1445,directed,4219,,,1
3374,105,directed,4220,,,3
3374,608,directed,4221,,,1
3374,265,directed,4222,,,2
3374,265,directed,4223,,,2
3374,215,directed,4224,,,1
3374,94,directed,4225,,,3
3374,89,directed,4226,,,5
3374,89,directed,4227,,,5
3374,67,directed,4228,,,6
3374,224,directed,4229,,,6
3374,67,directed,4230,,,6
3374,55,directed,4231,,,2
3374,173,directed,4232,,,4
3374,173,directed,4233,,,4
3374,266,directed,4234,,,1
3374,1,directed,4235,,,2
3374,1175,directed,4236,,,1
3374,111,directed,4237,,,1
3374,49,directed,4238,,,1
3374,231,directed,4239,,,2
3374,139,directed,4240,,,1
3374,880,directed,4241,,,1
3374,55,directed,4242,,,2
3374,67,directed,4243,,,6
3374,173,directed,4244,,,4
3374,67,directed,4245,,,6
3374,173,directed,4246,,,4
3374,1850,directed,4247,,,1
3374,425,directed,4248,,,1
3374,224,directed,4249,,,6
3374,224,directed,4250,,,6
3374,224,directed,4251,,,6
3374,224,directed,4252,,,6
3374,224,directed,4253,,,6
3374,89,directed,4254,,,5
3374,89,directed,4255,,,5
3374,409,directed,4256,,,1
3374,759,directed,4257,,,1
3374,105,directed,4258,,,3
3374,213,directed,4259,,,1
3374,105,directed,4260,,,3
3374,272,directed,4261,,,2
3374,3552,directed,4262,,,1
3376,3376,directed,4263,,,1
3382,1779,directed,4264,,,1
3382,2084,directed,4265,,,1
3382,2208,directed,4266,,,1
3382,438,directed,4267,,,1
3382,3712,directed,4268,,,1
3385,297,directed,4269,,,1
3390,1368,directed,4270,,,1
3390,1909,directed,4271,,,2
3390,1909,directed,4272,,,2
3391,728,directed,4273,,,1
3391,152,directed,4274,,,1
3395,3396,directed,4275,,,1
3395,1235,directed,4276,,,1
3395,1909,directed,4277,,,1
3396,1368,directed,4278,,,1
3396,3395,directed,4279,,,1
3396,1235,directed,4280,,,1
3396,3606,directed,4281,,,1
3396,3390,directed,4282,,,1
3396,1909,directed,4283,,,1
3397,3739,directed,4284,,,1
3397,2425,directed,4285,,,1
3404,3404,directed,4286,,,1
3409,2166,directed,4287,,,1
3411,4262,directed,4288,,,1
3414,3092,directed,4289,,,1
3415,3107,directed,4290,,,1
3420,3420,directed,4291,,,1
3422,113,directed,4292,,,1
3422,112,directed,4293,,,3
3422,269,directed,4294,,,1
3422,112,directed,4295,,,3
3422,224,directed,4296,,,1
3422,112,directed,4297,,,3
3427,1277,directed,4298,,,2
3427,3427,directed,4299,,,1
3427,1277,directed,4300,,,2
3429,3429,directed,4301,,,1
3429,2443,directed,4302,,,1
3432,28,directed,4303,,,2
3432,28,directed,4304,,,2
3432,265,directed,4305,,,1
3434,3434,directed,4306,,,1
3437,785,directed,4307,,,1
3437,289,directed,4308,,,1
3437,209,directed,4309,,,1
3437,792,directed,4310,,,1
3440,3570,directed,4311,,,1
3441,3441,directed,4312,,,1
3446,51,directed,4313,,,1
3446,420,directed,4314,,,1
3446,740,directed,4315,,,1
3446,3446,directed,4316,,,1
3467,502,directed,4317,,,1
3470,996,directed,4318,,,1
3471,3471,directed,4319,,,1
3478,1596,directed,4320,,,1
3478,3478,directed,4321,,,1
3479,2733,directed,4322,,,1
3484,546,directed,4323,,,2
3484,2095,directed,4324,,,1
3484,2353,directed,4325,,,1
3484,546,directed,4326,,,2
3485,3485,directed,4327,,,1
3485,1789,directed,4328,,,1
3493,3493,directed,4329,,,1
3495,3495,directed,4330,,,2
3495,3495,directed,4331,,,2
3498,3498,directed,4332,,,1
3506,259,directed,4333,,,1
3507,140,directed,4334,,,1
3510,3510,directed,4335,,,1
3510,624,directed,4336,,,1
3512,3512,directed,4337,,,1
3512,1434,directed,4338,,,1
3518,673,directed,4339,,,1
3518,2878,directed,4340,,,1
3518,263,directed,4341,,,1
3518,3518,directed,4342,,,1
3518,281,directed,4343,,,1
3518,28,directed,4344,,,1
3518,4446,directed,4345,,,1
3518,5277,directed,4346,,,1
3519,4,directed,4347,,,1
3519,211,directed,4348,,,1
3526,668,directed,4349,,,1
3529,326,directed,4350,,,1
3529,1166,directed,4351,,,1
3531,202,directed,4352,,,1
3532,50,directed,4353,,,1
3534,1257,directed,4354,,,1
3536,196,directed,4355,,,1
3536,773,directed,4356,,,1
3536,759,directed,4357,,,1
3536,1125,directed,4358,,,1
3536,1,directed,4359,,,1
3536,113,directed,4360,,,1
3536,112,directed,4361,,,1
3536,1469,directed,4362,,,1
3536,2766,directed,4363,,,1
3536,333,directed,4364,,,1
3536,28,directed,4365,,,1
3536,1495,directed,4366,,,1
3536,1114,directed,4367,,,1
3536,190,directed,4368,,,1
3536,265,directed,4369,,,1
3536,83,directed,4370,,,1
3536,1969,directed,4371,,,1
3536,807,directed,4372,,,1
3536,2318,directed,4373,,,1
3539,3539,directed,4374,,,1
3540,3540,directed,4375,,,1
3541,69,directed,4376,,,1
3542,2203,directed,4377,,,1
3548,2494,directed,4378,,,1
3553,55,directed,4379,,,1
3555,863,directed,4380,,,1
3558,3560,directed,4381,,,1
3558,639,directed,4382,,,1
3558,3589,directed,4383,,,1
3566,3566,directed,4384,,,2
3566,3566,directed,4385,,,2
3571,173,directed,4386,,,1
3572,3572,directed,4387,,,1
3577,3577,directed,4388,,,1
3578,1,directed,4389,,,1
3584,3584,directed,4390,,,1
3589,209,directed,4391,,,1
3589,112,directed,4392,,,1
3590,3590,directed,4393,,,1
3591,1476,directed,4394,,,1
3591,4633,directed,4395,,,1
3592,932,directed,4396,,,1
3592,3176,directed,4397,,,1
3592,625,directed,4398,,,1
3594,3178,directed,4399,,,1
3596,927,directed,4400,,,1
3596,1356,directed,4401,,,1
3601,3601,directed,4402,,,1
3601,164,directed,4403,,,1
3601,57,directed,4404,,,1
3602,111,directed,4405,,,1
3609,0,directed,4406,,,1
3609,58,directed,4407,,,2
3609,157,directed,4408,,,1
3609,102,directed,4409,,,1
3609,51,directed,4410,,,1
3609,109,directed,4411,,,1
3609,217,directed,4412,,,1
3609,58,directed,4413,,,2
3610,3610,directed,4414,,,1
3629,4444,directed,4415,,,1
3629,4387,directed,4416,,,1
3632,734,directed,4417,,,1
3637,89,directed,4418,,,1
3638,3638,directed,4419,,,1
3645,464,directed,4420,,,1
3646,70,directed,4421,,,1
3646,261,directed,4422,,,1
3646,1810,directed,4423,,,1
3646,50,directed,4424,,,1
3646,1344,directed,4425,,,1
3646,1196,directed,4426,,,1
3646,252,directed,4427,,,1
3646,321,directed,4428,,,1
3649,448,directed,4429,,,1
3656,2386,directed,4430,,,1
3662,1697,directed,4431,,,1
3666,400,directed,4432,,,1
3669,668,directed,4433,,,1
3670,660,directed,4434,,,1
3670,1418,directed,4435,,,1
3675,75,directed,4436,,,1
3675,59,directed,4437,,,1
3675,83,directed,4438,,,1
3675,862,directed,4439,,,1
3677,3677,directed,4440,,,1
3681,1469,directed,4441,,,1
3681,2452,directed,4442,,,1
3681,331,directed,4443,,,1
3681,1,directed,4444,,,1
3681,112,directed,4445,,,6
3681,112,directed,4446,,,6
3681,112,directed,4447,,,6
3681,112,directed,4448,,,6
3681,112,directed,4449,,,6
3681,112,directed,4450,,,6
3681,209,directed,4451,,,3
3681,150,directed,4452,,,1
3681,1623,directed,4453,,,1
3681,266,directed,4454,,,1
3681,521,directed,4455,,,1
3681,567,directed,4456,,,1
3681,518,directed,4457,,,1
3681,209,directed,4458,,,3
3681,209,directed,4459,,,3
3681,918,directed,4460,,,1
3681,213,directed,4461,,,1
3681,234,directed,4462,,,6
3681,397,directed,4463,,,1
3681,3584,directed,4464,,,1
3681,3603,directed,4465,,,1
3681,305,directed,4466,,,1
3681,204,directed,4467,,,1
3681,4,directed,4468,,,1
3681,253,directed,4469,,,1
3681,3419,directed,4470,,,1
3681,1298,directed,4471,,,1
3681,224,directed,4472,,,1
3681,234,directed,4473,,,6
3681,234,directed,4474,,,6
3681,234,directed,4475,,,6
3681,234,directed,4476,,,6
3681,234,directed,4477,,,6
3681,571,directed,4478,,,1
3681,420,directed,4479,,,1
3681,544,directed,4480,,,1
3681,509,directed,4481,,,1
3681,516,directed,4482,,,1
3681,82,directed,4483,,,1
3681,184,directed,4484,,,1
3681,70,directed,4485,,,7
3681,1064,directed,4486,,,1
3681,70,directed,4487,,,7
3681,880,directed,4488,,,1
3681,70,directed,4489,,,7
3681,70,directed,4490,,,7
3681,70,directed,4491,,,7
3681,70,directed,4492,,,7
3681,70,directed,4493,,,7
3681,260,directed,4494,,,1
3681,1380,directed,4495,,,1
3681,4399,directed,4496,,,1
3681,321,directed,4497,,,4
3681,254,directed,4498,,,1
3681,2988,directed,4499,,,1
3681,920,directed,4500,,,1
3681,829,directed,4501,,,1
3681,451,directed,4502,,,1
3681,159,directed,4503,,,1
3681,38,directed,4504,,,1
3681,975,directed,4505,,,1
3681,321,directed,4506,,,4
3681,321,directed,4507,,,4
3681,321,directed,4508,,,4
3681,405,directed,4509,,,1
3688,3688,directed,4510,,,1
3689,3689,directed,4511,,,1
3689,251,directed,4512,,,1
3689,70,directed,4513,,,5
3689,70,directed,4514,,,5
3689,70,directed,4515,,,5
3689,70,directed,4516,,,5
3689,70,directed,4517,,,5
3702,299,directed,4518,,,1
3702,3702,directed,4519,,,1
3705,3705,directed,4520,,,1
3716,893,directed,4521,,,1
3716,496,directed,4522,,,1
3717,3717,directed,4523,,,1
3720,3720,directed,4524,,,1
3724,1154,directed,4525,,,9
3724,1154,directed,4526,,,9
3724,1154,directed,4527,,,9
3724,1154,directed,4528,,,9
3724,1154,directed,4529,,,9
3724,1154,directed,4530,,,9
3724,1154,directed,4531,,,9
3724,1154,directed,4532,,,9
3724,1154,directed,4533,,,9
3725,798,directed,4534,,,1
3729,241,directed,4535,,,1
3729,3806,directed,4536,,,1
3738,3738,directed,4537,,,1
3743,102,directed,4538,,,1
3743,53,directed,4539,,,1
3743,3743,directed,4540,,,1
3743,265,directed,4541,,,1
3743,300,directed,4542,,,1
3743,795,directed,4543,,,1
3743,1564,directed,4544,,,1
3743,757,directed,4545,,,1
3750,3750,directed,4546,,,1
3755,820,directed,4547,,,1
3755,2194,directed,4548,,,1
3758,3758,directed,4549,,,1
3760,3760,directed,4550,,,1
3770,3770,directed,4551,,,1
3771,1060,directed,4552,,,1
3771,140,directed,4553,,,3
3771,686,directed,4554,,,1
3771,112,directed,4555,,,17
3771,112,directed,4556,,,17
3771,112,directed,4557,,,17
3771,112,directed,4558,,,17
3771,112,directed,4559,,,17
3771,112,directed,4560,,,17
3771,112,directed,4561,,,17
3771,112,directed,4562,,,17
3771,112,directed,4563,,,17
3771,112,directed,4564,,,17
3771,112,directed,4565,,,17
3771,112,directed,4566,,,17
3771,112,directed,4567,,,17
3771,1971,directed,4568,,,1
3771,1222,directed,4569,,,1
3771,105,directed,4570,,,1
3771,113,directed,4571,,,3
3771,120,directed,4572,,,1
3771,45,directed,4573,,,3
3771,94,directed,4574,,,3
3771,333,directed,4575,,,1
3771,690,directed,4576,,,1
3771,161,directed,4577,,,1
3771,88,directed,4578,,,2
3771,45,directed,4579,,,3
3771,45,directed,4580,,,3
3771,450,directed,4581,,,2
3771,67,directed,4582,,,3
3771,139,directed,4583,,,5
3771,1,directed,4584,,,4
3771,234,directed,4585,,,2
3771,213,directed,4586,,,3
3771,67,directed,4587,,,3
3771,224,directed,4588,,,3
3771,386,directed,4589,,,1
3771,88,directed,4590,,,2
3771,224,directed,4591,,,3
3771,444,directed,4592,,,1
3771,450,directed,4593,,,2
3771,1,directed,4594,,,4
3771,139,directed,4595,,,5
3771,89,directed,4596,,,4
3771,113,directed,4597,,,3
3771,209,directed,4598,,,3
3771,70,directed,4599,,,2
3771,140,directed,4600,,,3
3771,1253,directed,4601,,,1
3771,185,directed,4602,,,1
3771,217,directed,4603,,,2
3771,55,directed,4604,,,3
3771,98,directed,4605,,,1
3771,75,directed,4606,,,3
3771,139,directed,4607,,,5
3771,215,directed,4608,,,1
3771,306,directed,4609,,,1
3771,1064,directed,4610,,,1
3771,194,directed,4611,,,1
3771,112,directed,4612,,,17
3771,462,directed,4613,,,1
3771,234,directed,4614,,,2
3771,94,directed,4615,,,3
3771,112,directed,4616,,,17
3771,70,directed,4617,,,2
3771,279,directed,4618,,,1
3771,89,directed,4619,,,4
3771,55,directed,4620,,,3
3771,139,directed,4621,,,5
3771,75,directed,4622,,,3
3771,224,directed,4623,,,3
3771,112,directed,4624,,,17
3771,139,directed,4625,,,5
3771,89,directed,4626,,,4
3771,350,directed,4627,,,1
3771,209,directed,4628,,,3
3771,7,directed,4629,,,1
3771,265,directed,4630,,,3
3771,604,directed,4631,,,1
3771,113,directed,4632,,,3
3771,1163,directed,4633,,,1
3771,879,directed,4634,,,1
3771,730,directed,4635,,,1
3771,140,directed,4636,,,3
3771,908,directed,4637,,,1
3771,2742,directed,4638,,,1
3771,1,directed,4639,,,4
3771,636,directed,4640,,,1
3771,2318,directed,4641,,,1
3771,305,directed,4642,,,1
3771,1,directed,4643,,,4
3771,837,directed,4644,,,1
3771,585,directed,4645,,,1
3771,28,directed,4646,,,3
3771,178,directed,4647,,,1
3771,543,directed,4648,,,1
3771,209,directed,4649,,,3
3771,28,directed,4650,,,3
3771,676,directed,4651,,,1
3771,412,directed,4652,,,2
3771,214,directed,4653,,,1
3771,67,directed,4654,,,3
3771,213,directed,4655,,,3
3771,380,directed,4656,,,1
3771,55,directed,4657,,,3
3771,265,directed,4658,,,3
3771,217,directed,4659,,,2
3771,412,directed,4660,,,2
3771,112,directed,4661,,,17
3771,94,directed,4662,,,3
3771,89,directed,4663,,,4
3771,75,directed,4664,,,3
3771,213,directed,4665,,,3
3771,28,directed,4666,,,3
3771,265,directed,4667,,,3
3775,2847,directed,4668,,,1
3776,3776,directed,4669,,,3
3776,3776,directed,4670,,,3
3776,3776,directed,4671,,,3
3778,3518,directed,4672,,,1
3783,2687,directed,4673,,,1
3793,1415,directed,4674,,,1
3806,3729,directed,4675,,,2
3806,3806,directed,4676,,,1
3806,3729,directed,4677,,,2
3806,5713,directed,4678,,,1
3813,641,directed,4679,,,1
3816,5473,directed,4680,,,1
3825,3825,directed,4681,,,1
3825,152,directed,4682,,,1
3826,3570,directed,4683,,,1
3826,3676,directed,4684,,,6
3826,3676,directed,4685,,,6
3826,3676,directed,4686,,,6
3826,3676,directed,4687,,,6
3826,3676,directed,4688,,,6
3826,3676,directed,4689,,,6
3826,50,directed,4690,,,1
3826,156,directed,4691,,,1
3826,473,directed,4692,,,1
3828,2396,directed,4693,,,1
3831,271,directed,4694,,,1
3844,3844,directed,4695,,,1
3844,152,directed,4696,,,1
3850,1731,directed,4697,,,1
3851,164,directed,4698,,,2
3851,164,directed,4699,,,2
3851,252,directed,4700,,,1
3855,3855,directed,4701,,,6
3855,3855,directed,4702,,,6
3855,3855,directed,4703,,,6
3855,3855,directed,4704,,,6
3855,3855,directed,4705,,,6
3855,3855,directed,4706,,,6
3855,4642,directed,4707,,,1
3858,298,directed,4708,,,1
3858,357,directed,4709,,,1
3858,180,directed,4710,,,1
3859,1446,directed,4711,,,1
3860,3942,directed,4712,,,1
3863,466,directed,4713,,,1
3863,4262,directed,4714,,,1
3864,487,directed,4715,,,1
3865,1154,directed,4716,,,1
3878,311,directed,4717,,,1
3878,50,directed,4718,,,1
3878,28,directed,4719,,,1
3878,70,directed,4720,,,1
3884,3410,directed,4721,,,1
3884,3411,directed,4722,,,1
3887,3887,directed,4723,,,1
3891,2396,directed,4724,,,1
3894,2537,directed,4725,,,1
3894,209,directed,4726,,,4
3894,112,directed,4727,,,6
3894,112,directed,4728,,,6
3894,112,directed,4729,,,6
3894,112,directed,4730,,,6
3894,112,directed,4731,,,6
3894,112,directed,4732,,,6
3894,464,directed,4733,,,1
3894,386,directed,4734,,,1
3894,179,directed,4735,,,1
3894,1581,directed,4736,,,1
3894,581,directed,4737,,,1
3894,2619,directed,4738,,,1
3894,668,directed,4739,,,1
3894,70,directed,4740,,,2
3894,67,directed,4741,,,4
3894,1433,directed,4742,,,1
3894,3031,directed,4743,,,1
3894,231,directed,4744,,,1
3894,215,directed,4745,,,3
3894,1050,directed,4746,,,1
3894,2012,directed,4747,,,1
3894,722,directed,4748,,,1
3894,214,directed,4749,,,4
3894,209,directed,4750,,,4
3894,65,directed,4751,,,1
3894,89,directed,4752,,,1
3894,1134,directed,4753,,,1
3894,265,directed,4754,,,1
3894,368,directed,4755,,,1
3894,4155,directed,4756,,,1
3894,53,directed,4757,,,1
3894,3582,directed,4758,,,1
3894,704,directed,4759,,,1
3894,757,directed,4760,,,1
3894,2636,directed,4761,,,1
3894,831,directed,4762,,,1
3894,214,directed,4763,,,4
3894,214,directed,4764,,,4
3894,214,directed,4765,,,4
